-34.18,22.09,17.31
-31.42,198.2,39.59
44.92,107.9,10.56
-36.47,119.4,29.05
39.7,30.58,9.843
11.73,151.2,27.07
-2.18,54.38,33.18
-50.32,157.9,23.25
1.148,104.8,32.87
15.27,0.7328,31.02
25.81,70.91,21.33
49,146.8,5.005
16.2,195.4,28.27
-21.54,85.69,31.85
-14.87,170.3,35.9
-56.96,192.6,16.89
13.14,29.57,30.41
49.84,71.86,1.165
-25.79,49,28.37
-58.88,126.5,5.02
-17.95,143.7,35.12
21.4,124.9,22.85
30.13,167.2,20.6
-54.91,95.61,4.954
-9.272,1.951,32.94
34.47,50.88,16.96
-2.244,129.4,32.98
25.66,101.5,20.95
-45.28,49.44,6.423
6.306,177.5,30.36
-35.2,170.2,34.58
13.48,87.78,27.06
-15.82,67.34,32.24
-8.91,197,36.21
-13.83,23.24,31.55
-20.54,105.3,32.96
-39.93,143.4,29.41
44.91,89.46,9.938
31.38,148.4,19.48
-37.39,101.7,27.13
-40.2,65.48,20.79
32.38,14.68,19.72
-4.107,79.9,33.52
46.83,164.7,5.46
-52.98,111.5,14.15
16.26,57.45,27.46
-3.05,156,32.34
-60.32,169.7,7.812
-14.97,121.7,34.3
23.88,180.6,24.11
31.39,197.5,20.12
-9.947,40.61,32.5
6.931,43.19,32.15
13.15,15.23,30.92
-5.107,180.6,33.9
-24.13,159.1,35.69
-42.16,190.2,35.92
27.79,84.23,20.13
-8.014,95.23,33.8
30.61,113.9,19.03
-36.7,35.03,17.8
-20.83,188.4,37.83
29.45,2.876,23.5
31.54,136,19.09
-23.75,11.69,26.81
-37.88,82.02,24.92
-3.252,14.78,33.2
48.04,124.6,7.734
-28.91,73.7,28.85
-28.34,130.2,32.68
44.65,59.17,7.495
23.11,39.66,24.58
-62.26,182,2.268
9.009,114,28.07
11.49,135.7,26.63
-35.32,157.7,32.91
-5.121,65.56,33.28
20.93,139.1,23.44
-0.118,26.65,33.09
6.367,164.2,29.47
39.85,176.4,13.72
-45.77,132.7,24.69
-13.14,55.91,32.34
-49.6,179.2,27
10.96,72,29.9
5.622,7.143,32.84
7.75,188.6,30.78
-51.56,141.5,20.2
-17.77,94.89,32.96
11.9,99.94,27.22
16.77,166.7,26.2
-25.58,114.2,32.38
37.9,125.8,15.64
-24.22,176.4,37.26
4.175,88.84,32.37
-60.3,154,6.592
-32.84,57,25.33
21.97,10.05,27.71
-21.73,35.61,29.27
36.81,41.24,14.95
23.78,50.2,23.42
1.263,119.8,32.05
21.77,154.5,23.75
-8.697,137.5,34.54
-13.28,153.7,35.34
42.38,77.66,11.56
-28.79,142.5,33.44
-33.34,91.38,28.28
-7.644,112.1,34.15
28.99,31.92,21.51
18.07,114.4,23.92
-27.5,3.161,21.97
36.21,96.84,16.11
-3.811,169.9,32.93
0.9235,197.1,33.63
-34.77,180.3,36.41
6.557,61.03,32.12
12.34,123.1,26.19
-45.83,119.6,23.3
34.11,188.1,18.24
44.52,135.4,11.06
-50.66,82.72,10.52
34.22,59.99,17.06
-49.07,168.7,25.84
21.28,25.18,26.82
-60.7,135.8,1.641
-31.03,150.9,33.57
-0.08096,72.26,33.25
-19.1,133,34.46
-42.86,153.4,28.77
-23.1,57.93,29.99
-3.667,147.9,32.68
18.83,76.27,24.55
-28.77,102.4,30.81
42.89,48.6,8.225
4.148,141,29.57
-37.34,44.43,19.49
15.16,182.8,27.8
40.34,150.1,14.22
29.9,157.9,20.46
38.54,114,15.09
-16.08,47.73,31.52
25.63,62.29,21.75
-11.69,76.73,33.11
-12.75,11.4,31.89
33.48,76.28,17.43
-10.2,187.6,35.7
-19.98,75.75,31.74
-40.91,163.4,31.11
-27.74,166.5,35.93
48.74,116,6.974
-40.03,111.7,26.55
39.91,159,14.41
3.661,97.35,32.27
3.809,35.33,32.75
-32.76,110.9,29.97
48.91,154.9,3.433
-45.72,89.38,19.41
21.48,88.49,22.79
35.79,104.6,16.44
34.51,87.01,16.91
4.77,51.47,32.57
14.79,40.08,29.29
-5.931,87.11,33.65
23.4,192.5,24.87
-22.95,28.77,28.34
-51.39,186.9,26.5
26.93,142.8,21.28
-52.21,149.8,20.32
-42.01,56.58,16.74
-45.56,102.5,21.51
