x,y,z
-34.17719175411029,22.08912170119726,17.30525628085911
-31.42040035326741,198.2237687266515,39.59187696132469
44.91925200772286,107.9349031322519,10.56243550976095
-36.47382471823837,119.3856812606318,29.04659704642284
39.70391105674517,30.57580321055099,9.842711141376746
11.72831717741529,151.1785775699011,27.07024446040816
-2.180274945913552,54.37856879892949,33.17984835987429
-50.324579373444,157.854512860954,23.25134052096538
1.147592228420539,104.817340720709,32.87248223937531
15.2745869491838,0.7327807269654112,31.02363110766385
25.81095291352587,70.91415206775103,21.32915611494711
49.00487001989957,146.8448249591333,5.005435816250104
16.19808001952967,195.442878969195,28.27070110153961
-21.53618566031715,85.69207674773485,31.85016857105591
-14.86523162733586,170.3270555616149,35.89515712860865
-56.95961381207973,192.5710277303259,16.89112336246931
13.13643939835976,29.5677202452207,30.41420666863213
49.83960818718191,71.86369192530937,1.164988995757443
-25.79234112907256,48.99699004105965,28.37287725501803
-58.87625696749038,126.5366739482071,5.019958659445912
-17.94819503706946,143.6602625939313,35.122622483031
21.40142536414081,124.9216101342439,22.85193775878625
30.13002788238308,167.1592324570331,20.5979505939002
-54.90779825664281,95.60794570692701,4.954498420392567
-9.272224027599117,1.950908245152528,32.93713856297585
34.47287501224522,50.88308197282557,16.95638214906953
-2.24428178648357,129.449125106316,32.98063583954941
25.65950250430379,101.450647524246,20.94821267523889
-45.28473632190329,49.44143876394438,6.422591761882348
6.305835130427266,177.4853714783387,30.36106224410744
-35.203645992023,170.1658746735819,34.5765596844815
13.47992972615769,87.78396929823047,27.06409626340016
-15.82105342731996,67.33566814926395,32.24065705698097
-8.910210064968082,196.9554221262652,36.20574893045703
-13.83148257362382,23.23589526721186,31.54762944121154
-20.54398092003459,105.3114170574282,32.95734502157326
-39.93238696455381,143.4242173035302,29.4089388264595
44.90531124114139,89.45865577976518,9.937698908752269
31.37983974009449,148.4108704608438,19.47867015250332
-37.3938442616294,101.6572755299407,27.13486525062106
-40.19977998677017,65.47712129306061,20.7872793032267
32.37934381325473,14.68362272122554,19.71620290298568
-4.106842866413914,79.90095388829472,33.51866059261579
46.82823180688421,164.6970583258113,5.459623164246011
-52.97756709189756,111.5293801026841,14.14524490165427
16.25562626895556,57.44536338532424,27.45671595410098
-3.050099917722918,156.0137839892382,32.34449982525982
-60.31990005761873,169.6590736863444,7.812108655228844
-14.97487860225836,121.749866136831,34.29868006766465
23.87815881167586,180.5878382574308,24.11334273166415
31.39342036267747,197.4728163230608,20.11879923378522
-9.947157263282866,40.61361998031645,32.49562950399984
6.931170899143044,43.1891392525227,32.14917125858842
13.14843022193745,15.22913665042608,30.92240924046579
-5.106618761405652,180.6153080062276,33.90045546594126
-24.13101812090117,159.1499404088534,35.68882128948958
-42.15619293467221,190.1857715149891,35.92084880387748
27.79223434391556,84.23275961332234,20.12854990134346
-8.014209368201108,95.23306854332547,33.79538706127662
30.60713870151794,113.9323593777804,19.03461459908276
-36.70331403273637,35.0315933552652,17.79507459478305
-20.82586239129491,188.3529354207907,37.83424303382981
29.45100961362223,2.876434561407717,23.49684248167766
31.54293762179876,136.0082279336423,19.08688632686092
-23.75133239126879,11.69191665986907,26.81120114264134
-37.87774536548469,82.01747931285983,24.9248126141041
-3.251776624359176,14.78492839732721,33.20401702990166
48.0437956018021,124.5517949107193,7.734182644136915
-28.90729342472735,73.70363399920512,28.84970522295912
-28.33619267445007,130.1549547338798,32.67603347239039
44.6509648697068,59.174803787538,7.494669777455055
23.10843872594732,39.65679172411167,24.58176815043032
-62.25930482389776,181.9941142030496,2.268095820186737
9.008525112066156,113.9680930579239,28.07318073366719
11.49473214827847,135.6785220301265,26.63316060092009
-35.32372763046602,157.6887080612373,32.90536899258526
-5.120939440846066,65.556679453879,33.2847577652846
20.92773833095702,139.1033881093455,23.43520189242156
-0.1179732854051981,26.64670774971871,33.08793306100782
6.36679411224784,164.2304918626273,29.46691828447195
39.84657840571202,176.4341442952581,13.71658513619725
-45.7663779300337,132.6887267236695,24.68800047624461
-13.13626855963496,55.90730869672061,32.33537640658653
-49.60291898179217,179.1651673623144,27.000873221117
10.95578433357907,71.99952911838798,29.90067139505663
5.621992728289631,7.142951578560161,32.84340832949574
7.749964577036965,188.5900656581089,30.78361656953983
-51.56163431109221,141.4648865785859,20.19735593699582
-17.77380180242466,94.88624061519289,32.96076680259088
11.89909770595046,99.94161491025264,27.21727263234838
16.76533195335568,166.6721210132578,26.20342479163971
-25.580213072297,114.1802627358098,32.3820490462537
37.89794912776929,125.83629478336,15.64411196549
-24.22371026886712,176.4142561714939,37.26236497784667
4.174921228847692,88.8353525219601,32.37098041502737
-60.2995703354413,154.0229168918455,6.592491384299272
-32.83973438777426,56.99965082606406,25.33345537339723
21.96545322002022,10.05419927316372,27.7095428429969
-21.72853018939905,35.60622651295629,29.27025123353339
36.8075139826304,41.23613839080964,14.95423511816354
23.78459980980652,50.19967009228503,23.41924535458509
1.263078350792583,119.7626985960393,32.05430802242382
21.77099831194057,154.5348453933849,23.75479029448105
-8.696840980776761,137.4823301981904,34.54007741313379
-13.28077855770961,153.7295816486939,35.34139389606274
42.38423889666671,77.66315877981008,11.55654748776201
-28.79212737721187,142.5360708962654,33.44495626367604
-33.34025632049987,91.38092666481225,28.28369688971228
-7.644209104790924,112.0625057975751,34.15404998873379
28.99349345516458,31.92187700192623,21.51254857207047
18.07474527799297,114.4360359296659,23.92159579589015
